,f_9,f_14,f_18,f_27,f_69,f_76,f_78,f_94,f_104,f_107,f_110,f_122,f_128,f_129,f_130,f_145,f_156,f_165,f_174,f_175,f_176,f_179,f_196,f_197,f_200,f_206,f_213,f_219,f_222,f_224,f_232,f_235,f_249,f_272,f_279,f_294,f_295,f_296,target
69,0.7607,0.1614,0.8364,1.346,-1.074,0.526,-0.3567,-0.6226,0.628,0.3362,1.196,-0.9062,0.0665,0.424,1.099,0.9946,-0.7764,-1.472,-0.9956,-0.9336,0.347,-0.11505,-0.934,-0.4863,0.03668,-1.293,-0.8267,-0.1472,0.729,-0.09143,0.10956,0.0168,0.798,-0.0535,0.4631,0.296,-0.4536,-0.652,0.3452
70,-0.0698,1.645,-1.469,0.03072,0.9644,0.1985,-0.1718,-1.644,1.355,-0.9326,-0.03061,-0.7183,0.2229,1.881,-0.5747,0.7534,1.248,-1.344,-1.271,-0.01108,-1.522,-0.04102,-1.062,0.285,0.462,0.8306,1.845,1.831,1.162,0.05432,-0.717,-0.8403,-0.359,0.7676,-1.005,-1.494,-0.779,0.645,0.3865
71,2.033,-0.02046,-0.8374,1.244,0.7275,0.389,-0.2363,-2.33,1.001,1.111,-0.503,0.2798,0.614,1.761,-0.2524,2.744,0.697,-0.4517,-1.518,-0.97,-1.813,0.1217,-0.4075,0.03177,1.475,0.4832,2.691,2.14,-0.5684,0.13,-1.029,-0.403,-0.5977,0.866,-0.765,-0.6875,-0.5464,1.048,-0.1296
72,0.5493,-0.9775,1.783,0.6455,0.4097,0.5044,-0.3677,-1.103,-0.977,1.473,1.375,-0.647,1.218,1.097,-0.2751,1.087,-1.719,0.1008,-0.7524,-1.342,-0.8257,-0.2693,-1.716,-0.0797,0.914,-0.1532,0.5317,-0.8125,0.1597,0.1301,-1.28,0.09045,0.10693,0.819,0.785,-1.183,-0.335,0.5,0.2489
73,0.576,-0.2812,1.61,1.19,-0.7456,0.4932,-0.2346,1.058,-0.04654,-0.4082,0.4336,0.349,0.4172,0.963,-0.0175,-0.45,-1.293,-1.039,-0.3696,-1.183,1.299,-0.2051,-0.9087,-0.684,1.245,-0.7896,-0.179,-0.1906,-0.3547,0.1635,-0.4038,-1.047,0.512,0.7754,-0.2208,1.036,-0.5024,-0.2246,0.3528
74,1.655,-0.518,1.427,1.889,0.2837,-0.314,-0.1477,-1.186,-0.9346,-1.372,0.228,0.3083,0.84,1.296,-0.2637,1.138,-0.5796,-0.51,-2.562,-1.065,0.3525,-0.5493,-0.8726,0.2402,0.4155,0.0956,1.966,0.799,1.564,0.1116,0.1038,-0.3901,0.7046,-0.1917,-0.04343,-2.455,-0.752,-0.2937,0.2827
75,-0.2258,-1.811,1.875,1.462,-0.2389,1.88,-0.4277,-0.08435,-2.125,-0.942,-0.2864,-0.3481,0.02257,1.158,1.432,1.214,-1.251,-0.6196,-1.335,-1.191,-2.088,-0.4807,-1.286,-0.3303,1.144,-1.001,0.903,0.752,-0.5327,0.1142,-0.6274,0.583,0.8877,0.908,-0.7773,-0.4329,-0.5845,0.0393,0.46
76,-0.385,0.583,0.2235,0.3618,-0.3823,0.5845,-0.561,0.9907,1.717,-0.314,1.027,0.504,0.7695,0.6104,-0.4336,0.439,0.8477,-0.2495,0.4683,-1.128,0.8086,-0.372,-1.446,-0.3901,-0.09125,-0.5186,1.118,0.734,0.331,0.1984,-0.5596,0.1406,0.4192,-0.2698,-0.4817,1.24,-0.4377,0.539,0.0976
77,0.5923,0.4407,-0.1971,-1.273,0.941,0.1663,-0.3333,0.889,1.152,0.1456,-0.617,-0.3044,1.069,1.211,-0.491,-0.4187,0.0864,-1.176,-0.3293,-0.2191,0.41,-0.564,-1.228,0.07104,0.6675,-0.2693,3.115,1.098,-0.5586,0.2489,0.8447,0.3928,-0.06287,0.2593,0.1261,0.5894,-0.449,1.384,0.3203
78,0.8247,0.02719,-1.194,0.75,0.2544,1.052,-0.05124,-0.01575,0.7026,-0.372,0.607,1.011,0.2732,1.162,0.4895,-1.02,1.296,-0.803,0.6206,-0.9556,0.2917,-0.9043,-0.1288,0.676,0.786,-0.1852,1.289,1.92,-0.175,0.03925,-0.4487,1.37,0.532,1.037,-0.886,0.988,-0.377,0.11005,0.09204
79,-0.6875,-0.3503,0.9126,0.707,-0.1527,0.295,0.1803,0.1833,-0.665,0.1539,1.007,-0.2488,0.2192,1.197,-0.002892,0.777,-0.3948,-0.9517,-0.1786,-0.01968,-2.074,-1.613,-0.8486,-0.435,-1.421,0.08014,1.142,0.9526,-1.024,0.1299,-0.2886,1.057,0.6562,-1.109,1.017,-1.178,-0.5483,-1.032,1.396
80,0.05295,1.159,-0.571,0.805,0.8647,-0.3396,0.04898,-0.3801,0.614,-1.894,0.6636,-0.4768,-0.05435,1.156,-0.6616,1.323,0.929,-0.7495,-0.1509,-0.7163,-2.533,0.03854,-1.475,-0.877,0.8643,0.214,0.8926,2.012,1.674,-0.0403,0.7305,-0.4568,0.6807,0.9116,-0.2622,-0.6553,-0.6675,-0.5454,-0.4333
81,2.121,1.54,-0.542,0.688,2.049,-0.665,-0.223,-2.814,0.817,-0.3208,0.2747,-0.6333,0.8184,1.356,-2.111,1.476,2.162,-0.3372,-1.146,-1.21,-0.4014,0.687,-0.7935,1.158,0.741,1.666,2.604,3.057,-1.03,0.365,0.4714,-0.0796,0.3965,1.408,-0.3538,1.68,-0.689,1.159,-0.7856
82,0.936,0.523,-0.2003,-0.686,0.9897,0.577,-0.41,0.05753,-1.156,-1.364,0.2678,-0.445,-0.4722,1.155,-0.801,0.293,0.6963,-0.3994,-0.868,-0.934,0.461,-0.1178,-1.523,-0.7856,0.4834,1.177,-1.838,2.426,-0.10425,0.1131,-0.4688,0.2483,-0.7515,1.125,0.1406,-1.716,-0.2196,1.226,-0.598
83,-1.188,-0.09375,1.845,-0.8486,-0.2211,-0.1958,-0.09674,-0.01116,-1.282,-0.809,0.0821,-0.96,-0.003082,0.6836,-0.816,0.765,0.3494,0.11835,-0.1838,-0.966,-0.9575,-1.348,-0.3745,-0.7285,0.7803,0.03262,-1.18,0.2384,0.5737,0.2435,-0.295,1.087,0.3936,1.172,0.778,-0.2247,-0.5767,-1.114,0.04312
84,0.37,0.0992,1.632,0.045,-1.22,0.294,-0.3252,-0.05368,-1.009,-1.903,0.1265,0.04718,0.252,0.743,-0.2454,4.08,-0.6587,-0.8574,-1.888,-0.9106,1.545,-0.1731,0.727,-0.2384,1.252,-0.813,-1.77,-0.0171,0.736,0.285,1.192,-0.0383,0.1764,0.888,1.934,1.536,-0.533,-0.617,-0.1646
85,-0.2046,-0.6104,0.31,-1.6,-0.3943,0.975,0.05072,0.0402,-0.3777,-1.071,0.7764,-1.034,0.08453,0.4766,-0.381,0.6772,-0.2625,-0.03134,-0.678,-0.923,0.8457,0.0643,-0.9907,0.7437,0.4421,-0.10034,-0.6567,0.5034,0.8623,0.1132,0.7007,-1.266,1.268,0.98,0.907,0.5356,-0.566,0.412,-0.3354
86,-0.0199,-0.619,1.445,0.8994,0.7334,0.731,-0.1155,-0.3794,-0.623,-0.902,-0.5625,0.0377,0.6904,1.119,0.1416,0.994,-0.5127,-0.1667,-1.206,-0.8623,0.1033,-0.4275,-1.522,-0.8823,-0.1653,0.1604,0.817,-0.4253,1.729,-0.0679,-0.9023,-0.8853,0.702,-0.285,1.892,-1.706,-0.446,1.185,0.1004
87,0.969,-0.19,1.323,-1.96,0.4778,0.9736,-0.4014,-0.4165,-0.04382,-2.219,-0.1652,-0.3076,0.9214,0.2847,-0.0335,2.82,-1.334,-0.9644,0.3782,-0.998,1.617,-0.3481,-0.943,-0.4778,0.6865,0.54,-0.511,-1.151,0.796,-0.19,-0.984,-0.5923,0.932,0.5186,1.325,-1.291,-0.322,-0.3296,0.7876
88,3.297,0.3206,0.4216,-1.07,1.383,-0.343,-0.08014,-2.754,1.029,-1.844,-0.04913,-0.371,0.7056,1.598,-0.8755,1.496,0.5967,-0.1995,-1.56,-1.266,1.414,-0.176,1.217,1.26,0.4963,1.061,2.947,2.117,-0.9985,0.0684,-0.944,-0.9707,-0.08044,0.2296,-0.958,1.246,-0.44,-1.007,-0.2544
89,0.2369,-0.538,-0.0974,1.313,0.5586,1.516,-0.1614,-1.362,0.7695,1.1,-0.545,0.2578,-0.1948,1.084,0.4463,2.623,1.166,-0.7627,-0.1387,-0.8623,1.343,-0.9546,-0.86,0.435,-0.2617,0.1069,0.305,1.151,0.4963,-0.0913,0.1285,0.01297,-0.11304,-0.4949,0.02383,0.02309,-0.3271,-0.8413,-1.409
90,0.2057,-1.399,1.343,0.7627,0.579,1.005,-0.2009,1.304,-0.654,0.5845,0.10516,-0.645,-0.319,0.961,0.03827,2.992,-0.777,-0.1334,0.6675,-0.865,-0.914,-0.8926,-0.577,-0.82,0.211,0.146,-0.1655,-0.2954,0.07117,-0.1107,-0.2295,-0.7954,1.148,-0.3853,0.902,-1.47,-0.192,-0.07935,-0.2366
91,1.036,-2.445,3.611,1.304,0.649,1.568,-0.2603,0.55,-1.68,-0.3943,0.1658,0.1641,-0.2318,0.09564,0.7764,0.7363,-3.137,-0.4675,-0.4038,-0.6543,0.747,0.371,0.2805,-1.126,-0.2197,-0.1454,-0.8965,-1.726,-0.642,-0.03912,1.17,-1.496,0.1602,0.1974,-0.7183,-1.721,-0.417,0.1543,0.2915
92,-0.3762,-0.02217,0.3367,0.3374,1.724,1.345,-0.2448,-2.717,1.376,-1.082,-0.4014,-0.1565,0.135,1.281,0.9775,-0.2996,0.309,-0.966,-1.477,-0.867,-1.652,-0.3145,-0.4185,0.2322,0.5,0.2668,-0.4949,0.704,2.182,-0.0882,-0.6836,-0.8765,0.6055,0.951,-0.6475,-1.005,-0.4849,0.9575,0.2524
93,0.84,0.41,-1.049,0.04745,0.4421,0.4663,-0.2024,-1.531,2.889,0.11707,-0.08093,-0.2983,0.01509,1.043,0.6094,0.7134,1.304,-0.3801,-1.319,-1.127,2.006,0.1891,0.2437,-0.0139,-0.3987,0.5054,1.487,2.889,1.281,0.03482,-1.122,-0.1747,0.1698,-0.1543,-0.9937,1.388,-0.376,0.979,-0.62
94,-1.105,1.558,0.2262,-1.512,0.4521,0.8945,-0.3086,1.109,1.077,0.8325,0.0821,-0.2922,0.2268,1.082,0.6157,2.398,0.7256,-1.019,2.09,-1.137,-1.698,-0.0331,0.08966,-0.915,0.5225,-0.6,-1.181,0.972,-0.811,-0.2218,0.4797,0.2646,0.1458,0.621,0.0714,-0.933,-0.4885,0.2725,-0.3645
95,0.0143,0.55,0.8804,-0.5776,0.1031,1.013,-0.4097,0.3767,0.3271,0.1439,0.5425,0.1855,0.854,0.638,0.1995,-0.2363,-1.376,-0.7275,-0.9175,-1.244,0.6235,0.4739,-0.02608,-0.01933,-0.0875,-0.1289,-1.177,-0.04755,-0.1482,0.1328,-0.573,-0.2678,0.1543,-0.4329,0.957,0.357,-0.576,1.068,0.4272
96,0.471,1.067,-1.241,0.0786,0.481,0.57,-0.287,-2.516,1.397,-1.031,-0.04044,-0.703,1.464,0.9585,0.3577,-0.3433,0.6763,-0.4329,-0.987,-1.094,-0.17,-0.02625,-1.254,0.1447,0.1162,0.6157,0.813,2.076,1.552,-0.09546,-0.9,-1.001,0.871,-0.664,-0.305,-0.02295,-0.391,1.231,2.363
97,1.911,1.666,-1.305,-0.478,5.508,-4.25,1.248,-2.916,2.26,1.543,0.08636,-0.5537,2.705,0.986,-1.943,-15.52,1.214,8.68,-1.804,-1.189,0.3723,3.623,0.4219,7.598,0.04785,5.39,1.56,3.447,-1.986,1.182,-1.627,0.203,9.99,0.04517,-0.763,0.992,-0.305,1.443,-2.295
98,-0.719,-2.703,2.484,-1.063,-0.819,3.121,-0.3157,2.65,-2.055,1.76,0.8643,-5.824,-3.066,-0.768,2.35,0.515,-2.98,-1.873,-0.986,-1.317,-1.264,-3.24,-0.309,0.04373,1.002,-1.283,-2.764,-1.546,-0.961,0.483,-0.606,3.904,-0.7734,0.1915,3.14,-0.9414,-0.3433,0.928,-1.354
99,-0.647,-0.1075,0.4937,-1.1045,-0.6147,1.884,-0.1743,0.4905,-0.427,-2.252,4.73,0.752,-2.82,0.2703,1.296,0.9507,-0.911,-1.509,0.307,-1.237,-1.335,-1.819,-0.1471,-0.706,-0.0405,-0.3188,-0.635,0.2864,-1.828,1.176,0.3252,-2.684,-0.9033,-0.1552,1.809,-0.2673,-0.3958,-1.246,-0.1986
100,-0.03995,-0.4714,0.756,1.401,-1.032,1.73,-0.2212,0.2793,0.425,-1.021,-1.062,0.992,-0.1247,0.3826,1.301,-0.4517,-0.2493,-1.182,-0.9404,-1.292,1.058,-1.787,6.707,-0.7207,-0.1653,-0.904,0.3867,0.5483,-0.953,0.347,5.906,-1.075,-0.5596,-0.1691,1.563,1.426,-0.337,0.905,-0.3772
101,-1.33,1.156,-0.07623,0.5913,1.161,1.336,-0.1787,-0.5737,1.775,-0.2646,-0.6104,0.2439,0.1351,1.48,-0.05936,-1.578,-0.305,-1.256,-0.8633,-1.045,-0.762,0.65,2.09,-0.308,-0.4397,-0.4895,-2.258,0.6616,3.9,0.0528,-0.9556,-2.537,-0.4524,0.0896,0.742,-0.962,-0.4521,0.1901,-0.4788
102,0.4685,0.4663,-1.119,-1.3545,0.08386,1.06,-0.06076,-1.004,2.531,0.949,-1.224,-0.4678,0.4492,0.5054,0.4705,-1.204,0.5283,-1.486,-1.857,-0.2202,-1.053,-0.6514,1.893,0.6777,-0.4863,-0.3003,-1.455,0.3901,-0.68,-0.02176,-1.858,-0.647,-0.05515,0.005253,-0.3452,1.324,-0.5864,0.9937,-0.419
103,-0.932,-0.807,1.321,-3.312,-0.698,1.719,-0.1465,0.864,-0.2595,1.767,-0.2046,-0.6035,-0.225,0.1895,1.449,-0.3281,-1.439,-1.527,0.3135,-1.076,0.457,-0.0737,-0.42,-1.171,-0.5186,-1.352,-0.957,-0.0626,0.05612,-0.1044,-2.193,-0.4565,-0.5522,-0.1451,1.089,-1.631,-0.4941,1.918,0.1703
104,0.7886,1.683,-0.3071,-1.203,-0.504,0.4143,-0.191,-1.183,0.8633,-0.52,-0.2415,-0.04236,-0.167,0.675,-0.2169,-2.5,-0.501,-0.5054,-1.619,-0.06152,-1.515,0.1456,-0.6133,-0.1545,-0.804,-0.2651,1.4375,1.914,1.49,0.11725,-0.9185,-1.303,0.01225,0.2583,0.1076,-1.235,-0.5137,0.4578,0.2834
105,1.597,1.448,-0.10657,2.049,-0.1765,-0.01364,-0.3455,-0.8945,0.4453,1.587,-1.413,0.668,0.7695,0.2141,0.2428,-0.991,-1.411,-0.0608,-1.138,-0.722,0.3516,0.569,-1.451,0.3464,-1.566,0.2361,2.338,1.348,-1.147,0.1708,-1.757,0.4387,-0.0712,-0.9644,-0.2637,0.7427,-0.4385,0.3135,0.1476
106,-0.1636,-0.2651,0.5073,1.203,-0.2386,1.081,-0.1434,0.391,-1.006,1.735,-0.588,0.471,-0.9307,-0.04593,-0.09515,-1.747,-2.268,-0.874,-0.6567,-0.92,-1.299,-0.1398,-1.522,-0.4082,-1.084,-0.39,-0.496,-0.2466,-0.2583,-0.01155,-1.099,-0.179,-0.1561,0.293,1.43,-0.8833,-0.5327,-0.8,1.892
107,0.6616,2.04,-1.644,0.7803,1.238,-0.6616,-0.0486,-0.2593,0.5625,0.563,-0.625,0.04672,-0.301,0.9985,-0.88,-2.104,0.4688,-0.4275,-0.1769,-0.757,-1.644,0.7876,-0.996,-0.4753,-0.921,0.649,1.756,2.566,0.3743,-0.0926,-0.8433,-0.8457,0.05786,0.585,-0.8438,-1.059,-0.4368,-1.691,1.16
108,1.408,3.484,-2.506,-1.094,2.678,-2.973,0.398,-5.08,2.334,1.989,-1.225,-0.465,0.9,1.714,-2.799,-2.195,2.953,-0.1765,-2.918,-1.002,-0.5874,2.643,-2.186,4.605,-0.3455,3.066,3.307,3.854,-1.517,0.3306,0.11224,-0.0245,1.285,-0.2722,-1.676,0.9326,-0.5757,1.252,-0.8457
109,-0.05975,-1.966,2.52,0.585,-0.637,0.728,-0.00671,0.459,-2.129,3.383,0.487,-1.34,-2.129,-0.0816,0.2847,-1.806,-3.186,-1.025,-0.802,-1.042,-1.486,0.6016,-0.2046,-1.657,-0.3057,0.05646,-1.066,0.9443,-1.103,0.2311,-0.1177,2.3,0.534,-0.2668,-0.5137,0.08185,-0.5073,-0.4688,-1.281
110,-1.115,-2.254,1.553,1.62,-0.9614,1.202,-0.0647,0.10974,-1.268,1.074,2.24,-0.871,-1.086,-0.37,1.19,-0.665,-2.129,-0.704,-0.2605,-1.007,-0.625,-0.5796,-1.48,-1.603,1.364,-0.864,-2.146,0.249,-0.1385,-0.05798,0.04456,-0.516,0.666,0.551,2.047,-0.2327,-0.4045,-0.48,-0.395
111,-0.1742,-1.69,1.678,-0.653,-0.9995,0.815,-0.0458,0.926,-1.534,-1.3955,-0.2717,0.403,-0.02423,-0.09796,1.009,0.087,-1.69,-0.1765,-0.567,-1.0,0.6475,-1.026,1.131,-0.6562,1.0,-0.11456,-1.429,-1.585,0.3767,0.00612,2.467,-1.125,-0.1075,1.0,1.757,0.69,-0.357,0.006954,1.041
112,-0.7134,-0.7227,0.732,0.726,-0.478,0.5527,-0.0511,-0.0089,-0.678,-1.3955,-1.092,0.0318,0.315,0.3125,0.429,0.08167,-0.7246,-0.0779,-0.8804,0.0,0.867,-0.3645,-0.3093,-0.3826,1.0,0.094,-0.9116,-0.704,2.244,-0.03848,-0.1103,-0.7725,-0.03546,1.0,0.6997,0.873,-0.433,1.424,-0.581
113,0.956,0.3638,-0.0815,-1.718,1.199,-0.4749,-0.0688,1.033,0.3762,-0.709,-0.615,-0.021,0.683,0.687,-1.191,0.1271,0.3684,0.046,-0.6416,-1.0,0.723,-0.6963,0.6323,0.9404,0.0,1.164,1.315,0.3708,1.249,0.1971,-0.596,-0.1674,0.2214,0.0,-0.5645,0.777,-0.4155,-1.79,0.821
114,-1.06,-1.534,1.582,-1.947,-0.3923,0.6235,-0.0914,0.11224,-1.413,0.399,-0.1906,-0.9995,-0.6035,0.4988,0.3367,0.11,-1.535,-0.2083,-0.747,-1.0,-1.573,-0.3557,0.5933,-0.63,0.0,0.05258,-0.7305,0.661,-2.182,0.1338,-0.263,0.3909,-0.1545,0.0,-0.723,0.7793,-0.3633,-0.3523,-1.081
115,1.081,0.6284,-0.5576,-2.486,1.49,-0.43,-0.1498,1.52,0.645,-1.459,0.3904,-0.08545,0.3167,0.9585,-1.464,0.1077,0.6313,-0.1471,1.123,-1.0,0.636,0.11346,0.001007,0.4705,1.0,0.9775,1.642,0.6875,-0.993,0.3372,-0.427,-0.3796,-0.05664,1.0,-0.7393,0.6885,-0.3528,-0.10425,-0.248
116,-0.002361,-1.291,1.333,2.477,-1.271,1.0205,-0.05872,0.4358,-1.196,0.645,-0.3777,-0.4504,-0.3943,-0.3997,1.233,0.09656,-1.293,-0.1838,-0.595,0.0,-1.338,-0.788,-1.55,-0.5913,0.0,-0.2778,0.00808,-1.162,1.3545,0.1782,0.721,0.7554,-0.1166,0.0,1.277,0.83,-0.3306,0.10315,0.2001
117,0.1514,0.8315,-0.99,1.269,-0.4153,0.4773,-0.06415,-0.5806,0.856,-1.148,0.804,-0.3782,-0.1656,0.1897,0.3757,0.1057,0.834,-0.186,-0.4565,0.0,0.75,0.5127,0.3018,-0.4807,0.0,0.1418,0.3945,0.831,0.05188,-0.1882,-0.565,-0.824,-0.1407,0.0,-0.8325,0.798,-0.307,-1.312,-1.098
118,-1.47,-0.2595,0.2194,0.8804,0.1559,0.5044,-0.1501,0.2377,-1.222,-1.131,-0.6577,-0.2213,0.2036,0.767,-0.2922,0.10144,-0.2593,-0.1926,0.8057,-1.0,0.7866,-0.04172,0.5044,-0.5894,1.0,0.1121,0.00203,0.7686,0.1242,-0.1649,0.2527,-0.286,-0.1316,1.0,-0.8076,-1.13,-0.291,-0.1561,-0.05704
119,-1.518,-0.839,0.7515,-0.558,-0.8296,1.146,-0.1153,1.4375,-0.7783,0.764,-0.2145,-0.1909,-0.2384,-0.0248,0.782,0.07605,-0.8413,-0.2007,0.591,-1.0,0.9067,-0.07605,-0.3303,-0.4421,1.0,-0.4453,-1.182,-0.81,1.038,-0.00964,-0.2009,-0.1562,-0.01776,1.0,0.7505,0.909,-0.3667,1.446,-0.448
120,0.524,1.091,-1.199,1.653,0.5845,-0.09814,-0.05566,-0.4436,1.113,-0.797,-0.1215,-0.673,0.5327,0.859,-0.6753,0.0896,1.094,-0.1071,-0.781,-1.0,-0.7847,-0.1466,0.01149,-0.1252,1.0,0.6255,1.31,1.077,1.383,-0.1654,-0.1559,-1.01,-0.0995,1.0,-1.009,-1.193,-0.3894,1.186,0.1968
121,-0.636,-1.366,1.402,-0.6685,-0.682,0.903,-0.09973,-0.542,-1.239,1.096,-0.8516,-0.1272,-0.2202,0.2202,0.5796,0.0845,-1.367,-0.1996,-0.359,-1.0,-0.4094,-0.319,0.1442,-0.623,1.0,-0.224,-0.7007,-1.352,-0.5767,-0.09595,-0.688,0.4158,-0.12286,1.0,1.352,-1.02,-0.3513,-0.02864,0.31
122,0.5713,-0.4517,0.7026,1.302,0.759,-0.2448,0.04163,0.81,-0.4336,-1.189,0.4424,-0.3757,0.5806,1.164,-0.7563,0.0818,-0.4553,0.1147,-0.1573,-1.0,0.545,-0.00293,-1.042,-0.2732,0.0,0.7515,0.9644,-0.4536,0.8853,-0.0764,-0.8955,-0.6807,-0.02245,0.0,0.3716,0.5415,-0.4758,-1.119,0.205
123,1.57,0.9287,-0.9766,1.2295,0.72,-0.3713,-0.02316,0.0744,0.9575,-0.4285,-0.5225,-0.75,0.512,0.671,-0.861,0.0922,0.931,-0.116,-1.147,0.0,-1.419,-0.1941,0.0833,0.0916,0.0,0.789,1.206,0.8604,-1.071,-0.1251,-0.1827,0.08307,-0.11707,0.0,-0.844,-0.7695,-0.3105,-0.2808,0.1262
124,0.8516,0.5903,-0.5684,-0.734,0.4446,-0.297,-0.00735,-1.253,0.602,0.8794,0.2163,0.5483,0.424,0.8564,-0.429,0.1038,0.5938,-0.1371,-0.744,-1.0,1.175,0.2883,0.298,0.2903,0.0,0.761,0.7314,0.559,-0.61,-0.1829,-0.714,0.263,-0.1229,0.0,-0.676,1.263,-0.282,1.045,0.3218
125,-1.622,0.4507,-0.6763,0.982,-1.292,1.561,-0.1628,1.367,0.4595,0.558,0.3945,0.276,-0.2223,-0.2266,1.306,0.10803,0.4548,-0.222,2.018,0.0,-2.111,-0.8315,-0.615,-0.744,1.0,-0.7666,-0.676,-2.066,0.262,-0.2227,-0.3647,1.164,-0.1361,1.0,2.16,-2.02,-0.4773,-0.1853,1.095
126,1.232,1.249,-1.054,0.8193,0.7983,-1.067,0.1311,-2.004,1.274,-1.813,1.02,-0.423,1.173,0.6045,-0.5884,0.10144,1.251,0.03345,-0.8306,-1.0,0.9224,1.14,-0.579,1.555,1.0,1.2705,1.759,1.223,-1.042,-0.1488,0.408,-1.213,0.03226,1.0,-1.117,0.994,-0.4373,1.197,-1.051
127,-1.251,-0.6606,0.668,0.938,0.4836,0.5186,-0.0746,1.167,-0.619,1.218,-1.003,-1.1875,-0.5127,0.397,-0.3906,0.0762,-0.6626,0.01776,0.3171,-1.0,-1.543,-0.9077,0.659,-0.3635,1.0,0.03973,-0.7695,-0.6636,-0.7954,0.12115,0.1606,0.9385,-0.0784,1.0,0.781,0.8086,-0.185,1.155,-0.1447
128,-0.0826,-0.814,0.882,-0.9375,-0.4368,0.47,-0.062,0.1593,-0.7764,-0.631,0.9883,0.4697,-0.5547,0.2622,0.349,0.0667,-0.816,0.02895,-0.8057,0.0,-1.205,-0.623,-0.2291,-0.4587,1.0,0.1483,-1.023,-0.83,-0.7437,0.11017,-1.1455,-0.3564,0.01293,1.0,0.706,-0.9385,-0.45,0.9146,-0.1553
129,0.75,0.966,-0.997,0.522,-0.1018,-0.1764,0.01622,-2.105,0.9917,-0.717,-0.2034,-0.11176,0.502,0.5737,0.1066,0.10376,0.9683,-0.08167,-1.208,-1.0,-0.881,0.1647,-0.7197,0.1919,0.0,0.658,0.888,0.7856,1.171,-0.1901,1.403,-0.449,-0.08075,0.0,-0.824,-0.7896,-0.3857,0.982,-0.539
130,-0.3733,-0.797,0.7188,-0.7803,-1.004,1.075,-0.1209,1.073,-0.7495,0.8066,-0.2119,-0.04697,-0.721,-0.2354,0.9473,0.0731,-0.798,-0.1267,0.6567,0.0,0.748,-0.1222,-0.4778,-0.4343,0.0,-0.4146,-1.29,-0.7715,0.3735,-0.1471,-0.8276,0.423,-0.05194,0.0,0.717,0.8335,-0.383,-0.0575,-0.151
131,-1.093,0.4124,-0.573,-0.6006,-0.3525,0.662,-0.1123,-0.4387,0.4236,-0.718,0.4407,-0.11865,-0.1018,0.843,0.2874,0.10986,0.4175,-0.231,-0.4858,0.0,-0.5186,-0.262,-0.06305,-0.511,0.0,0.0438,-0.1658,0.3474,0.1537,0.11676,-0.306,-0.9155,-0.1609,0.0,-0.5967,-1.146,-0.4387,1.197,0.2197
132,-0.6196,-0.6255,0.7344,-0.827,-0.1726,0.4392,-0.01753,-0.574,-0.5864,0.3784,-0.7783,-0.1749,0.2878,0.4468,0.1048,0.07294,-0.628,0.05203,0.1813,-1.0,0.757,-0.0925,0.204,-0.348,1.0,0.1494,-0.4695,-0.598,1.355,-0.0947,0.309,-0.432,-0.07513,1.0,0.76,-1.273,-0.456,0.08594,0.4268
133,-0.6807,1.058,-1.167,-1.253,0.3708,-0.1187,-0.04752,-1.893,1.075,-0.5786,-0.2366,-0.5303,0.6606,1.048,-0.4285,0.0869,1.06,-0.007,-0.812,-1.0,-1.215,-0.1853,1.079,-0.1512,1.0,0.5537,1.224,1.022,1.035,-0.1917,-0.5713,-0.5454,-0.0898,1.0,-1.033,-1.158,-0.5723,1.128,-0.2166
134,1.108,0.506,-0.459,0.53,0.319,-0.1276,-0.0733,-0.548,0.5166,1.015,-0.17,-0.1857,0.4717,0.8184,-0.4792,0.10767,0.5103,-0.1032,-0.4565,-1.0,1.027,-0.2976,-0.04224,0.385,1.0,0.691,0.7793,0.5244,-1.081,0.01136,-0.8247,0.2179,-0.1162,1.0,-0.6694,1.081,-0.545,0.908,-0.05014
135,-0.7515,0.259,-0.55,-0.9653,-0.4014,0.811,-0.1765,0.197,0.2634,0.4478,0.327,0.0885,-0.3792,0.522,0.281,0.0842,0.2625,-0.2607,2.04,-1.0,0.4636,-0.0485,-0.3064,-0.765,1.0,-0.0894,-0.778,0.3352,0.01968,-0.231,-0.6797,0.3113,-0.11835,1.0,-0.6006,0.467,-0.3308,0.802,-0.5845
136,0.2793,0.5967,-0.6978,-1.294,0.4148,0.3887,-0.156,1.118,0.614,0.335,0.2944,-0.0509,0.136,0.955,-0.426,0.10333,0.5986,-0.2139,0.969,-1.0,0.6455,0.2433,0.06305,-0.2502,0.0,0.2433,0.213,0.668,-0.4602,-0.1031,-0.734,-0.528,-0.1127,0.0,-0.7573,-1.382,-0.3208,0.974,-0.02768
137,1.247,0.9253,-1.048,1.296,0.1312,-0.002283,-0.0624,-0.8403,0.944,-1.298,-0.519,-0.3164,0.5522,0.9194,-0.2018,0.12494,0.9272,-0.1849,-0.665,-1.0,0.8276,0.3965,-0.8994,-0.2357,0.0,0.6035,0.3755,0.811,1.757,0.08,0.04495,-0.504,-0.1203,0.0,-0.879,0.845,-0.3125,-0.917,0.2258
